user_id,date,steps,distance_km
1,6/11/2020,10212,7.78
1,6/12/2020,6893,5.25
1,6/13/2020,14796,11.28
1,6/14/2020,11536,8.79
1,6/15/2020,7633,5.82
1,6/16/2020,1122,0.86
1,6/17/2020,8136,6.2
1,6/18/2020,10761,8.2
1,6/19/2020,18133,13.82
1,6/20/2020,17332,13.21
1,6/21/2020,8892,6.78
1,6/22/2020,14509,11.06
1,6/23/2020,12129,9.24
1,6/24/2020,19577,14.92
1,6/25/2020,11741,8.95
1,6/26/2020,7534,5.74
1,6/27/2020,14855,11.32
1,6/28/2020,7622,5.81
1,6/29/2020,16144,12.3
1,6/30/2020,18642,14.21
1,7/1/2020,8536,6.51
1,7/2/2020,18983,14.47
1,7/3/2020,18667,14.23
1,7/4/2020,3918,2.99
1,7/5/2020,3580,2.73
1,7/6/2020,2708,2.06
1,7/7/2020,13422,10.23
1,7/8/2020,1027,0.78
1,7/9/2020,13173,10.04
1,7/10/2020,7416,5.65
1,7/11/2020,10495,8
1,7/12/2020,14640,11.16
1,7/13/2020,2232,1.7
1,7/14/2020,5539,4.22
1,7/15/2020,16799,12.8
1,7/16/2020,11705,8.92
1,7/17/2020,2238,1.71
1,7/18/2020,16593,12.65
1,7/19/2020,9476,7.22
1,7/20/2020,11491,8.76
1,7/21/2020,10836,8.26
1,7/22/2020,17475,13.32
1,7/23/2020,8925,6.8
1,7/24/2020,11450,8.73
1,7/25/2020,10509,8.01
1,7/26/2020,10688,8.15
1,7/27/2020,2938,2.24
1,7/28/2020,1651,1.26
1,7/29/2020,6365,4.85
1,7/30/2020,8419,6.42
1,7/31/2020,13242,10.09
1,8/1/2020,13415,10.22
1,8/2/2020,12445,9.49
1,8/3/2020,1827,1.39
1,8/4/2020,7367,5.62
1,8/5/2020,7525,5.74
1,8/6/2020,16983,12.94
1,8/7/2020,15005,11.44
1,8/8/2020,12959,9.88
1,8/9/2020,14535,11.08
1,8/10/2020,11390,8.68
1,8/11/2020,18900,14.41
1,8/12/2020,11004,8.39
1,8/13/2020,9494,7.24
1,8/14/2020,12833,9.78
1,8/15/2020,19820,15.11
1,8/16/2020,1435,1.09
1,8/17/2020,6221,4.74
1,8/18/2020,19642,14.97
1,8/19/2020,6823,5.2
1,8/20/2020,6536,4.98
1,8/21/2020,9130,6.96
1,8/22/2020,3362,2.56
1,8/23/2020,13853,10.56
1,8/24/2020,12177,9.28
1,8/25/2020,18342,13.98
1,8/26/2020,1829,1.39
1,8/27/2020,1014,0.77
1,8/28/2020,4656,3.55
1,8/29/2020,6372,4.86
1,8/30/2020,12935,9.86
1,8/31/2020,3963,3.02
1,9/1/2020,6848,5.22
1,9/2/2020,19441,14.82
1,9/3/2020,18881,14.39
1,9/4/2020,19334,14.74
1,9/5/2020,2603,1.98
1,9/6/2020,12198,9.3
1,9/7/2020,12994,9.9
1,9/8/2020,10107,7.7
1,9/9/2020,15463,11.79
1,9/10/2020,10342,7.88
1,9/11/2020,4412,3.36
1,9/12/2020,7007,5.34
1,9/13/2020,18541,14.13
1,9/14/2020,13824,10.54
1,9/15/2020,7689,5.86
1,9/16/2020,17662,13.46
1,9/17/2020,13161,10.03
1,9/18/2020,8730,6.65
1,9/19/2020,6638,5.06
1,9/20/2020,16800,12.8
1,9/21/2020,4640,3.54
1,9/22/2020,10427,7.95
1,9/23/2020,19459,14.83
1,9/24/2020,12429,9.47
1,9/25/2020,12755,9.72
1,9/26/2020,8482,6.46
1,9/27/2020,3011,2.29
1,9/28/2020,6269,4.78
1,9/29/2020,16759,12.77
1,9/30/2020,15877,12.1
1,10/1/2020,7103,5.41
1,10/2/2020,10665,8.13
1,10/3/2020,1408,1.07
1,10/4/2020,16931,12.9
1,10/5/2020,16009,12.2
1,10/6/2020,7373,5.62
1,10/7/2020,12696,9.68
1,10/8/2020,10663,8.13
1,10/9/2020,2992,2.28
1,10/10/2020,3262,2.49
1,10/11/2020,19556,14.91
1,10/12/2020,9803,7.47
1,10/13/2020,9195,7.01
1,10/14/2020,1423,1.08
1,10/15/2020,10068,7.67
1,10/16/2020,14518,11.07
1,10/17/2020,10349,7.89
1,10/18/2020,10963,8.36
1,10/19/2020,6426,4.9
1,10/20/2020,16696,12.73
1,10/21/2020,8810,6.71
1,10/22/2020,13870,10.57
1,10/23/2020,6760,5.15
1,10/24/2020,11604,8.84
1,10/25/2020,9372,7.14
1,10/26/2020,1255,0.96
1,10/27/2020,17476,13.32
1,10/28/2020,10439,7.96
1,10/29/2020,6325,4.82
1,10/30/2020,3782,2.88
1,10/31/2020,2737,2.09
1,11/1/2020,18747,14.29
1,11/2/2020,18776,14.31
1,11/3/2020,5404,4.12
1,11/4/2020,13558,10.33
1,11/5/2020,1266,0.96
1,11/6/2020,13771,10.5
1,11/7/2020,8589,6.55
1,11/8/2020,17650,13.45
1,11/9/2020,13921,10.61
1,11/10/2020,14213,10.83
1,11/11/2020,12391,9.44
1,11/12/2020,5784,4.41
1,11/13/2020,13397,10.21
1,11/14/2020,15342,11.69
1,11/15/2020,19674,15
1,11/16/2020,2801,2.13
1,11/17/2020,15319,11.68
1,11/18/2020,4551,3.47
1,11/19/2020,8296,6.32
1,11/20/2020,11008,8.39
1,11/21/2020,1939,1.48
1,11/22/2020,2975,2.27
1,11/23/2020,11114,8.47
1,11/24/2020,1233,0.94
1,11/25/2020,18272,13.93
1,11/26/2020,4981,3.8
1,11/27/2020,14060,10.72
1,11/28/2020,7958,6.07
1,11/29/2020,12658,9.65
1,11/30/2020,12279,9.36
1,12/1/2020,1316,1
1,12/2/2020,5439,4.15
1,12/3/2020,7162,5.46
1,12/4/2020,7135,5.44
1,12/5/2020,7036,5.36
1,12/6/2020,15980,12.18
1,12/7/2020,18618,14.19
1,12/8/2020,2345,1.79
1,12/9/2020,19851,15.13
1,12/10/2020,14657,11.17
1,12/11/2020,18684,14.24
1,12/12/2020,3739,2.85
1,12/13/2020,8816,6.72
1,12/14/2020,7885,6.01
1,12/15/2020,18673,14.23
1,12/16/2020,9533,7.27
1,12/17/2020,12626,9.62
1,12/18/2020,12323,9.39
1,12/19/2020,8957,6.83
1,12/20/2020,7081,5.4
1,12/21/2020,2906,2.21
1,12/22/2020,15131,11.53
1,12/23/2020,9316,7.1
1,12/24/2020,4139,3.15
1,12/25/2020,1802,1.37
1,12/26/2020,12686,9.67
1,12/27/2020,3511,2.68
1,12/28/2020,19870,15.14
1,12/29/2020,19135,14.58
1,12/30/2020,12326,9.39
1,12/31/2020,11020,8.4
1,1/1/2021,9679,7.38
1,1/2/2021,2869,2.19
1,1/3/2021,10578,8.06
1,1/4/2021,1465,1.12
1,1/5/2021,14765,11.25
1,1/6/2021,1611,1.23
1,1/7/2021,5934,4.52
1,1/8/2021,13789,10.51
1,1/9/2021,8000,6.1
1,1/10/2021,15791,12.04
1,1/11/2021,13137,10.01
1,1/12/2021,9503,7.24
1,1/13/2021,4598,3.5
1,1/14/2021,1503,1.15
1,1/15/2021,7072,5.39
1,1/16/2021,2194,1.67
1,1/17/2021,2045,1.56
1,1/18/2021,15985,12.18
1,1/19/2021,6801,5.18
1,1/20/2021,3766,2.87
1,1/21/2021,8086,6.16
1,1/22/2021,5739,4.37
1,1/23/2021,16503,12.58
1,1/24/2021,1466,1.12
1,1/25/2021,8898,6.78
1,1/26/2021,14852,11.32
1,1/27/2021,1679,1.28
1,1/28/2021,3458,2.64
1,1/29/2021,18855,14.37
1,1/30/2021,13589,10.36
1,1/31/2021,12774,9.74
1,2/1/2021,11683,8.9
1,2/2/2021,10741,8.19
1,2/3/2021,15721,11.98
1,2/4/2021,5163,3.94
1,2/5/2021,3001,2.29
1,2/6/2021,13948,10.63
1,2/7/2021,19497,14.86
1,2/8/2021,3495,2.66
1,2/9/2021,14346,10.93
1,2/10/2021,7759,5.91
1,2/11/2021,7897,6.02
1,2/12/2021,6780,5.17
1,2/13/2021,16648,12.69
1,2/14/2021,14318,10.91
1,2/15/2021,14724,11.22
1,2/16/2021,13034,9.93
1,2/17/2021,4495,3.43
1,2/18/2021,16458,12.54
1,2/19/2021,10178,7.76
1,2/20/2021,3660,2.79
1,2/21/2021,8961,6.83
1,2/22/2021,17851,13.61
1,2/23/2021,4538,3.46
1,2/24/2021,16052,12.23
1,2/25/2021,9900,7.55
1,2/26/2021,1234,0.94
1,2/27/2021,1145,0.87
1,2/28/2021,10021,7.64
1,3/1/2021,7190,5.48
1,3/2/2021,14916,11.37
1,3/3/2021,8224,6.27
1,3/4/2021,18846,14.36
1,3/5/2021,12877,9.81
1,3/6/2021,13780,10.5
1,3/7/2021,14674,11.18
1,3/8/2021,18226,13.89
1,3/9/2021,10001,7.62
1,3/10/2021,3402,2.59
1,3/11/2021,4358,3.32
1,3/12/2021,13747,10.48
1,3/13/2021,18057,13.76
1,3/14/2021,7171,5.47
1,3/15/2021,3910,2.98
1,3/16/2021,1184,0.9
1,3/17/2021,3414,2.6
1,3/18/2021,11679,8.9
1,3/19/2021,9141,6.97
1,3/20/2021,6095,4.65
1,3/21/2021,14641,11.16
1,3/22/2021,3098,2.36
1,3/23/2021,12540,9.56
1,3/24/2021,13131,10.01
1,3/25/2021,5343,4.07
1,3/26/2021,18173,13.85
1,3/27/2021,1150,0.88
1,3/28/2021,5317,4.05
1,3/29/2021,13052,9.95
1,3/30/2021,11851,9.03
1,3/31/2021,19337,14.74
1,4/1/2021,7137,5.44
1,4/2/2021,16649,12.69
1,4/3/2021,6789,5.17
1,4/4/2021,9247,7.05
1,4/5/2021,17290,13.18
1,4/6/2021,7227,5.51
1,4/7/2021,19000,14.48
1,4/8/2021,19597,14.94
1,4/9/2021,15581,11.88
1,4/10/2021,14726,11.22
1,4/11/2021,5893,4.49
1,4/12/2021,18033,13.74
1,4/13/2021,2327,1.77
1,4/14/2021,6608,5.04
1,4/15/2021,6447,4.91
1,4/16/2021,6719,5.12
1,4/17/2021,9200,7.01
1,4/18/2021,18827,14.35
1,4/19/2021,2466,1.88
1,4/20/2021,12490,9.52
1,4/21/2021,17490,13.33
1,4/22/2021,12157,9.27
1,4/23/2021,9472,7.22
1,4/24/2021,1676,1.28
1,4/25/2021,3540,2.7
1,4/26/2021,2161,1.65
1,4/27/2021,5080,3.87
1,4/28/2021,2864,2.18
1,4/29/2021,16139,12.3
1,4/30/2021,7557,5.76
1,5/1/2021,2383,1.82
1,5/2/2021,14693,11.2
1,5/3/2021,9117,6.95
1,5/4/2021,8995,6.86
1,5/5/2021,3551,2.71
1,5/6/2021,13162,10.03
1,5/7/2021,13922,10.61
1,5/8/2021,13036,9.94
1,5/9/2021,1869,1.42
1,5/10/2021,1711,1.3
1,5/11/2021,1598,1.22
1,5/12/2021,7587,5.78
1,5/13/2021,10757,8.2
1,5/14/2021,16808,12.81
1,5/15/2021,13265,10.11
1,5/16/2021,8801,6.71
1,5/17/2021,4742,3.61
1,5/18/2021,1072,0.82
1,5/19/2021,19437,14.81
1,5/20/2021,5784,4.41
1,5/21/2021,1552,1.18
1,5/22/2021,11156,8.5
1,5/23/2021,18124,13.81
1,5/24/2021,6464,4.93
1,5/25/2021,7779,5.93
1,5/26/2021,10019,7.64
1,5/27/2021,9655,7.36
1,5/28/2021,18824,14.35
1,5/29/2021,13659,10.41
1,5/30/2021,2275,1.73
1,5/31/2021,1666,1.27
1,6/1/2021,17324,13.2
1,6/2/2021,15934,12.14
1,6/3/2021,9675,7.37
1,6/4/2021,12754,9.72
1,6/5/2021,3793,2.89
1,6/6/2021,6172,4.7
1,6/7/2021,18468,14.08
1,6/8/2021,10294,7.85
1,6/9/2021,13296,10.13
1,6/10/2021,5840,4.45
1,6/11/2021,6600,5.03
1,6/12/2021,11562,8.81
1,6/13/2021,4910,3.74
1,6/14/2021,8502,6.48
1,6/15/2021,15026,11.45
1,6/16/2021,18418,14.04
1,6/17/2021,2068,1.58
1,6/18/2021,3757,2.86
1,6/19/2021,8842,6.74
1,6/20/2021,18986,14.47
1,6/21/2021,1172,0.89
1,6/22/2021,10631,8.1
1,6/23/2021,12888,9.82
1,6/24/2021,17973,13.7
1,6/25/2021,6111,4.66
1,6/26/2021,19721,15.03
1,6/27/2021,2649,2.02
1,6/28/2021,9840,7.5
1,6/29/2021,15690,11.96
1,6/30/2021,6782,5.17
1,7/1/2021,14103,10.75
1,7/2/2021,5415,4.13
1,7/3/2021,4786,3.65
1,7/4/2021,2158,1.64
1,7/5/2021,14017,10.68
1,7/6/2021,4678,3.57
1,7/7/2021,14393,10.97
1,7/8/2021,5468,4.17
1,7/9/2021,13132,10.01
1,7/10/2021,8826,6.73
1,7/11/2021,2314,1.76
1,7/12/2021,2192,1.67
1,7/13/2021,14035,10.7
1,7/14/2021,10906,8.31
1,7/15/2021,10341,7.88
1,7/16/2021,4222,3.22
1,7/17/2021,1684,1.28
1,7/18/2021,15782,12.03
1,7/19/2021,5724,4.36
1,7/20/2021,11740,8.95
1,7/21/2021,16192,12.34
1,7/22/2021,12617,9.62
1,7/23/2021,11013,8.39
1,7/24/2021,1690,1.29
1,7/25/2021,9198,7.01
1,7/26/2021,15099,11.51
1,7/27/2021,17085,13.02
1,7/28/2021,13624,10.38
1,7/29/2021,4493,3.42
1,7/30/2021,1236,0.94
1,7/31/2021,6414,4.89
1,8/1/2021,15620,11.91
1,8/2/2021,16279,12.41
1,8/3/2021,3746,2.86
1,8/4/2021,9646,7.35
1,8/5/2021,10609,8.09
1,8/6/2021,4717,3.6
1,8/7/2021,19810,15.1
1,8/8/2021,14429,11
1,8/9/2021,8571,6.53
1,8/10/2021,4204,3.2
1,8/11/2021,16111,12.28
1,8/12/2021,6263,4.77
1,8/13/2021,1148,0.88
1,8/14/2021,3255,2.48
1,8/15/2021,10598,8.08
1,8/16/2021,11452,8.73
1,8/17/2021,8139,6.2
1,8/18/2021,16872,12.86
1,8/19/2021,11143,8.49
1,8/20/2021,16159,12.32
1,8/21/2021,8671,6.61
1,8/22/2021,14351,10.94
1,8/23/2021,4923,3.75
1,8/24/2021,13521,10.31
1,8/25/2021,14961,11.4
1,8/26/2021,4191,3.19
1,8/27/2021,5785,4.41
1,8/28/2021,16678,12.71
1,8/29/2021,19844,15.12
1,8/30/2021,3413,2.6
1,8/31/2021,15873,12.1
1,9/1/2021,13881,10.58
1,9/2/2021,6891,5.25
1,9/3/2021,6414,4.89
1,9/4/2021,15444,11.77
1,9/5/2021,8967,6.83
1,9/6/2021,2260,1.72
1,9/7/2021,16250,12.39
1,9/8/2021,6620,5.05
1,9/9/2021,6222,4.74
1,9/10/2021,5753,4.38
1,9/11/2021,18797,14.33
1,9/12/2021,15817,12.06
1,9/13/2021,9154,6.98
1,9/14/2021,18103,13.8
1,9/15/2021,11337,8.64
1,9/16/2021,11199,8.54
1,9/17/2021,19460,14.83
1,9/18/2021,12435,9.48
1,9/19/2021,1415,1.08
1,9/20/2021,18500,14.1
1,9/21/2021,9954,7.59
1,9/22/2021,7098,5.41
1,9/23/2021,13016,9.92
1,9/24/2021,17114,13.04
1,9/25/2021,12135,9.25
1,9/26/2021,9528,7.26
1,9/27/2021,6095,4.65
1,9/28/2021,9165,6.99
1,9/29/2021,5759,4.39
1,9/30/2021,7917,6.03
1,10/1/2021,11731,8.94
1,10/2/2021,2264,1.73
1,10/3/2021,9359,7.13
1,10/4/2021,10236,7.8
1,10/5/2021,1836,1.4
1,10/6/2021,1147,0.87
1,10/7/2021,12128,9.24
1,10/8/2021,2550,1.94
1,10/9/2021,13830,10.54
1,10/10/2021,6049,4.61
1,10/11/2021,9589,7.31
1,10/12/2021,16051,12.23
1,10/13/2021,8837,6.74
1,10/14/2021,9960,7.59
1,10/15/2021,19221,14.65
1,10/16/2021,1960,1.49
1,10/17/2021,9030,6.88
1,10/18/2021,14972,11.41
1,10/19/2021,18555,14.14
1,10/20/2021,2661,2.03
1,10/21/2021,3593,2.74
1,10/22/2021,9710,7.4
1,10/23/2021,5405,4.12
1,10/24/2021,18843,14.36
1,10/25/2021,11880,9.05
1,10/26/2021,17604,13.42
1,10/27/2021,19563,14.91
1,10/28/2021,14247,10.86
1,10/29/2021,1947,1.48
1,10/30/2021,12656,9.65
1,10/31/2021,11146,8.5
1,11/1/2021,11497,8.76
1,11/2/2021,17341,13.22
1,11/3/2021,10330,7.87
1,11/4/2021,10723,8.17
1,11/5/2021,14916,11.37
1,11/6/2021,12454,9.49
1,11/7/2021,15890,12.11
1,11/8/2021,9469,7.22
1,11/9/2021,18191,13.87
1,11/10/2021,19337,14.74
1,11/11/2021,15817,12.06
1,11/12/2021,2941,2.24
1,11/13/2021,11730,8.94
1,11/14/2021,9644,7.35
1,11/15/2021,14539,11.08
1,11/16/2021,16623,12.67
1,11/17/2021,5213,3.97
1,11/18/2021,15481,11.8
1,11/19/2021,9931,7.57
1,11/20/2021,16058,12.24
1,11/21/2021,3071,2.34
1,11/22/2021,11416,8.7
1,11/23/2021,2020,1.54
1,11/24/2021,12550,9.57
1,11/25/2021,9391,7.16
1,11/26/2021,16869,12.86
1,11/27/2021,1182,0.9
1,11/28/2021,9406,7.17
1,11/29/2021,6899,5.26
1,11/30/2021,3111,2.37
1,12/1/2021,15103,11.51
1,12/2/2021,9956,7.59
1,12/3/2021,14422,10.99
1,12/4/2021,8247,6.29
1,12/5/2021,11913,9.08
1,12/6/2021,15339,11.69
1,12/7/2021,19974,15.22
1,12/8/2021,18996,14.48
1,12/9/2021,16450,12.54
1,12/10/2021,16582,12.64
1,12/11/2021,9155,6.98
1,12/12/2021,19357,14.75
1,12/13/2021,16005,12.2
1,12/14/2021,5903,4.5
1,12/15/2021,17328,13.21
1,12/16/2021,16054,12.24
1,12/17/2021,13613,10.38
1,12/18/2021,18564,14.15
1,12/19/2021,14819,11.29
1,12/20/2021,11902,9.07
1,12/21/2021,13875,10.58
1,12/22/2021,11201,8.54
1,12/23/2021,3306,2.52
1,12/24/2021,5667,4.32
1,12/25/2021,14213,10.83
1,12/26/2021,14946,11.39
1,12/27/2021,15051,11.47
1,12/28/2021,3194,2.43
1,12/29/2021,16554,12.62
1,12/30/2021,18442,14.06
1,12/31/2021,4478,3.41
1,1/1/2022,15103,11.51
1,1/2/2022,14756,11.25
1,1/3/2022,14441,11.01
1,1/4/2022,2648,2.02
1,1/5/2022,16124,12.29
1,1/6/2022,16109,12.28
1,1/7/2022,14927,11.38
1,1/8/2022,13827,10.54
1,1/9/2022,15009,11.44
1,1/10/2022,4053,3.09
1,1/11/2022,17348,13.22
1,1/12/2022,9152,6.98
1,1/13/2022,19978,15.23
1,1/14/2022,9195,7.01
1,1/15/2022,6857,5.23
1,1/16/2022,15733,11.99
1,1/17/2022,6308,4.81
1,1/18/2022,10131,7.72
1,1/19/2022,8075,6.15
1,1/20/2022,6800,5.18
1,1/21/2022,10874,8.29
1,1/22/2022,15801,12.04
1,1/23/2022,7652,5.83
1,1/24/2022,18475,14.08
1,1/25/2022,5338,4.07
1,1/26/2022,7053,5.38
1,1/27/2022,18994,14.48
1,1/28/2022,16350,12.46
1,1/29/2022,9224,7.03
1,1/30/2022,11997,9.14
1,1/31/2022,7334,5.59
1,2/1/2022,12736,9.71
1,2/2/2022,19258,14.68
1,2/3/2022,13749,10.48
1,2/4/2022,3719,2.83
1,2/5/2022,8067,6.15
1,2/6/2022,4759,3.63
1,2/7/2022,19887,15.16
1,2/8/2022,15885,12.11
1,2/9/2022,11947,9.11
1,2/10/2022,6589,5.02
1,2/11/2022,16060,12.24
1,2/12/2022,1598,1.22
1,2/13/2022,2864,2.18
1,2/14/2022,6185,4.71
1,2/15/2022,9253,7.05
1,2/16/2022,13502,10.29
1,2/17/2022,7687,5.86
1,2/18/2022,7005,5.34
1,2/19/2022,8715,6.64
1,2/20/2022,12054,9.19
1,2/21/2022,2833,2.16
1,2/22/2022,7615,5.8
1,2/23/2022,8306,6.33
1,2/24/2022,14671,11.18
1,2/25/2022,1026,0.78
1,2/26/2022,4430,3.38
1,2/27/2022,13815,10.53
1,2/28/2022,15911,12.13
1,3/1/2022,14560,11.1
1,3/2/2022,15657,11.93
1,3/3/2022,1455,1.11
1,3/4/2022,11412,8.7
1,3/5/2022,10747,8.19
1,3/6/2022,17460,13.31
1,3/7/2022,7323,5.58
1,3/8/2022,18689,14.24
1,3/9/2022,7381,5.63
1,3/10/2022,7764,5.92
1,3/11/2022,15586,11.88
1,3/12/2022,4927,3.76
1,3/13/2022,5389,4.11
1,3/14/2022,5747,4.38
1,3/15/2022,2219,1.69
1,3/16/2022,3265,2.49
1,3/17/2022,17914,13.65
1,3/18/2022,16176,12.33
1,3/19/2022,16667,12.7
1,3/20/2022,19319,14.72
1,3/21/2022,9564,7.29
1,3/22/2022,8054,6.14
1,3/23/2022,19766,15.07
1,3/24/2022,4171,3.18
1,3/25/2022,15695,11.96
1,3/26/2022,10074,7.68
1,3/27/2022,15962,12.17
1,3/28/2022,1993,1.52
1,3/29/2022,1306,1
1,3/30/2022,6865,5.23
1,3/31/2022,17595,13.41
1,4/1/2022,7497,5.71
1,4/2/2022,2328,1.77
1,4/3/2022,5823,4.44
1,4/4/2022,8602,6.56
1,4/5/2022,14471,11.03
1,4/6/2022,2606,1.99
1,4/7/2022,10695,8.15
1,4/8/2022,11448,8.73
1,4/9/2022,12640,9.63
1,4/10/2022,12215,9.31
1,4/11/2022,4953,3.78
1,4/12/2022,10150,7.74
1,4/13/2022,3025,2.31
1,4/14/2022,10400,7.93
1,4/15/2022,15669,11.94
1,4/16/2022,19813,15.1
1,4/17/2022,6211,4.73
1,4/18/2022,7028,5.36
1,4/19/2022,12749,9.72
1,4/20/2022,15987,12.19
1,4/21/2022,5765,4.39
1,4/22/2022,18837,14.36
1,4/23/2022,15965,12.17
1,4/24/2022,10763,8.2
1,4/25/2022,19254,14.68
1,4/26/2022,6663,5.08
1,4/27/2022,18674,14.23
1,4/28/2022,13339,10.17
1,4/29/2022,2387,1.82
1,4/30/2022,10617,8.09
1,5/1/2022,15608,11.9
1,5/2/2022,17791,13.56
1,5/3/2022,12611,9.61
1,5/4/2022,1242,0.95
1,5/5/2022,6272,4.78
1,5/6/2022,18183,13.86
1,5/7/2022,12155,9.26
1,5/8/2022,18642,14.21
1,5/9/2022,11918,9.08
1,5/10/2022,14809,11.29
1,5/11/2022,9984,7.61
1,5/12/2022,7858,5.99
1,5/13/2022,5547,4.23
1,5/14/2022,14037,10.7
1,5/15/2022,11799,8.99
1,5/16/2022,13927,10.62
1,5/17/2022,19470,14.84
1,5/18/2022,4874,3.71
1,5/19/2022,6850,5.22
1,5/20/2022,15936,12.15
1,5/21/2022,2812,2.14
1,5/22/2022,4940,3.77
1,5/23/2022,9568,7.29
